OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20210520-1	283	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	1208.26745	-1816.38900	-6420.48008	15.08581	21.85599	80.00132	7.43739	6780.98397	18.26426	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	284	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	1017.12187	-1754.88099	-5764.10598	11.49189	19.04343	64.60025	8.53389	6110.56969	18.86360	Sponges > Unknown			10000000	1				20-40	
20210520-1	285	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-70.91758	-53.31953	-1040.31895	0.52652	0.52450	2.21880	0.75758	1044.09568	5.10744	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				>100	
20210520-1	286	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-523.72771	-292.37240	-5403.21827	6.20806	4.42817	58.66802	2.77137	5436.40874	6.52421	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				60-100	
20210520-1	287	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	412.32549	1797.42745	-3202.96548	2.86671	11.09050	19.46935	4.91749	3695.90931	30.21359	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				>100	
20210520-1	288	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-637.13224	-225.35869	-3372.95873	4.57363	2.16939	23.03343	1.93732	3439.99631	11.23660	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				Unknown	
20210520-1	289	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-733.55587	704.64772	-3552.26192	5.47542	5.50011	25.62567	2.75565	3695.02333	16.21669	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				>100	
20210520-1	290	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-148.02245	868.38026	-1584.20975	0.88333	2.83456	4.97149	1.79421	1812.65426	29.36191	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				40-60	
20210520-1	291	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-374.36623	68.37052	-2572.06432	2.27204	1.32018	13.36400	3.34076	2600.06528	8.47311	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				40-60	
20210520-1	292	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-264.72867	975.59869	-2324.96689	1.64709	4.69884	10.80031	0.03570	2535.22092	23.77863	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	293	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-385.81712	328.75596	-1334.45468	1.20322	1.12136	3.64692	1.88186	1427.48191	20.98803	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	294	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-472.38912	96.46846	-1802.71984	1.90092	0.96417	6.66253	0.19428	1866.08051	15.03390	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	295	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-632.73470	-289.82721	-2766.00258	3.73230	2.05164	15.58246	1.91090	2852.21375	14.00488	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	296	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-605.32929	-91.97604	-1814.36325	2.35828	0.94227	6.78014	2.01788	1914.88828	18.60616	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	297	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-605.03166	-535.53139	-1816.68990	2.34707	2.13526	6.76533	1.50325	1988.27045	23.78671	Sponges > Erect Forms	Laminar		10000913	1				20-40	
20210520-1	298	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-667.05430	-796.08734	-2649.77431	3.73686	4.38684	14.30741	1.41008	2846.05348	21.18214	Sponges > Cup-Likes	Barrels		10000907	1				40-60	
20210520-1	299	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-329.78552	276.81867	-1900.69545	1.54048	1.43664	7.33775	0.43229	1948.85357	12.95188	Sponges > Erect Forms	Laminar		10000913	1				40-60	
20210520-1	300	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-381.27789	1315.61055	-4689.64288	4.19433	12.67567	43.76413	5.67973	4885.58638	16.56030	Sponges > Cup-Likes	Barrels		10000907	1				40-60	
20210520-1	301	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-557.03274	-300.22181	-1831.19439	2.21309	1.40960	6.89678	1.23232	1937.44458	18.92733	Sponges > Erect Forms	Branching		10000915	1				40-60	
20210520-1	302	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1399.42362	-2037.81643	-4776.55534	13.42023	19.36417	45.92124	11.97847	5378.34205	27.12513	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210520-1	303	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1155.94885	-1881.13686	-3179.08442	7.14226	11.56640	19.76784	5.28621	3870.59057	34.53406	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	304	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-829.29896	-768.71544	-4179.05564	7.19649	6.61376	35.34784	2.70108	4329.33786	14.94528	Sponges > Unknown			10000000	1				10-20	
20210520-1	305	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-763.06257	-653.32491	-3017.32136	4.85537	4.17942	18.65414	0.85749	3180.14561	18.19394	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				40-60	
20210520-1	306	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1193.35371	404.07665	-3704.11043	9.09537	3.70199	28.14444	3.90572	3912.51902	18.89710	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				40-60	
20210520-1	307	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1216.39731	-431.18073	-3797.89455	9.52647	3.68990	29.64869	1.17363	4011.17717	18.65700	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				20-40	
20210520-1	308	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1244.69176	-1198.24147	-3202.42817	8.01213	7.70888	20.65785	0.17220	3638.76166	28.11169	Sponges > Cup-Likes	Barrels		10000907	1				Unknown	
20210520-1	309	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-877.99615	-939.15944	-2338.40426	4.19514	4.47714	11.03259	1.66653	2668.52621	28.55380	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				Unknown	
20210520-1	310	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1185.13522	-708.52251	-2925.28171	7.07456	4.35089	17.47951	1.76985	3234.78326	25.09473	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				Unknown	
20210520-1	311	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1471.99518	-1617.28324	-4677.08680	13.95575	15.17255	44.39073	2.11810	5163.09169	24.80828	Unscorable			00000001	1				Unknown	
20210520-1	312	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-817.80793	310.61305	-2206.89443	3.77173	1.82102	10.03409	1.84999	2373.95731	21.74653	Sponges > Unknown			10000000	1				Unknown	
20210520-1	313	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1482.24344	165.89605	-4035.31294	12.25194	2.53213	33.44913	6.61141	4302.12944	20.32551	Sponges > Unknown			10000000	1				20-40	
20210520-1	314	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-362.65374	-891.08452	-2109.62964	1.81655	4.00002	9.04912	15.19091	2318.63895	24.85998	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
20210520-1	315	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-316.96117	-996.22746	-2245.55768	1.76157	4.69425	10.18172	18.25342	2476.98664	25.32003	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210520-1	316	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-366.05574	327.92626	-1546.72924	1.35698	1.27106	4.99012	9.00477	1622.93061	17.38066	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				40-60	
20210520-1	317	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-916.83354	1634.69299	-3225.57378	6.11077	10.62440	21.15676	26.47905	3730.56713	29.83455	Unscorable			00000001	1				20-40	
20210520-1	318	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1026.81504	2110.35059	-3685.13565	7.68568	15.41560	27.25014	36.49297	4368.99914	32.15648	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				20-40	
20210520-1	319	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-787.25085	982.78154	-2042.17536	3.35262	4.13810	8.50421	21.62643	2399.18812	31.36809	Sponges > Massive Forms	Simple		10000904	1				20-40	
20210520-1	320	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-1050.07669	1490.19131	-2701.29532	5.72710	8.02888	14.62310	31.11326	3258.88441	33.70986	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
20210520-1	321	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-457.52487	-11.01580	-2190.10036	2.27211	1.08310	9.92031	13.06593	2237.40697	11.81781	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				20-40	
20210520-1	322	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-581.34133	115.28601	-3418.76435	4.31933	1.79643	23.88231	20.99233	3469.75479	9.76909	Unscorable			00000001	1				20-40	
20210520-1	323	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-330.40935	-600.33978	-2775.58199	2.25529	3.72231	15.61707	21.56030	2858.92175	14.19592	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				20-40	
20210520-1	324	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-378.52174	-586.66524	-2213.11084	1.97782	2.92141	10.03516	19.33977	2320.62802	17.82342	Sponges > Massive Forms	Cryptic		10000908	1				20-40	
20210520-1	325	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-278.15254	-1499.17313	-4498.25822	3.27541	13.85834	40.32800	25.96399	4749.65429	19.09149	Unscorable			00000001	1				10-20	
20210520-1	326	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-127.27845	-1919.86222	-3554.83294	1.88709	13.49757	24.55929	16.13727	4042.14151	28.79664	Unscorable			00000001	1				Unknown	
20210520-1	327	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	-742.54123	-258.86154	-2255.35723	3.51942	1.58674	10.44837	0.47915	2388.51690	19.12855	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
20210520-1	328	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-569.39805	382.23583	-2204.64339	2.75670	2.00053	10.12816	18.41377	2308.84622	17.07433	Sponges > Massive Forms	Simple		10000904	1				20-40	
20210520-1	329	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-502.83918	-1547.91930	-2530.57824	2.73186	7.88502	12.63365	13.03209	3008.77510	33.10178	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1	AD			10-20	
20210520-1	330	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-536.36151	1491.92536	-3780.36437	4.43861	11.30103	28.92914	24.43127	4099.35113	22.40184	Unscorable			00000001	1				10-20	
20210520-1	331	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-604.32812	703.39135	-2658.12672	3.48953	3.96435	14.60042	22.51607	2815.24591	18.95128	Unscorable			00000001	1				10-20	
20210520-1	332	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-507.32378	365.51770	-2980.93557	3.35716	2.55762	18.18834	22.43469	3045.80982	11.63269	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				20-40	
20210520-1	333	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-563.39997	210.76257	-3992.23433	4.89757	2.45773	32.35655	32.67415	4037.29803	8.44519	Unscorable			00000001	1				10-20	
20210520-1	334	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-420.70595	2728.40990	-4587.03903	4.34947	24.09505	41.15380	52.44494	5353.70350	30.67284	Unscorable			00000001	1				20-40	
20210520-1	335	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-584.50488	-243.09489	-2050.47906	2.58020	1.36574	8.61715	1.70587	2145.97424	16.93281	Unscorable			00000001	1				10-20	
20210520-1	336	20210520_0809-1314_BOTTOM_0018_0001.mp4	185	20210520_0809-1314_TOP_0017_0001.mp4	60767	323.05134	1	2.99994	-423.53038	-1793.70692	-3237.34801	3.07583	11.69855	20.72739	25.88715	3725.20934	30.01580	Unscorable			00000001	1				10-20	
20210520-1	343	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-554.39276	726.33247	-1607.18530	1.89666	2.47297	5.16411	0.28492	1848.77116	29.85022	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				Unknown	
20210520-1	344	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-338.97917	-636.81358	-2094.91306	1.72772	2.83204	8.92080	3.06617	2215.64870	18.74675	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				60-100	
20210520-1	345	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-353.25997	-715.04670	-1871.92426	1.58341	2.81201	7.13363	4.86871	2034.74441	22.81755	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				>100	
20210520-1	346	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-695.53867	-338.52874	-4220.41968	6.18175	3.38400	35.91279	0.26066	4290.72465	10.26282	Sponges > Massive Forms	Simple		10000904	1				20-40	
20210520-1	347	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-793.73610	-91.80118	-2547.35879	4.22887	1.31348	13.30010	4.83152	2669.73431	17.38405	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210520-1	348	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-820.20835	725.83380	-4068.39603	6.92882	6.41987	33.38492	2.08849	4213.24372	15.26078	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	349	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-802.49604	240.18156	-4459.69031	7.44333	3.20419	40.08495	6.65634	4537.67834	10.72455	Unscorable			00000001	1				20-40	
20210520-1	350	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-784.03060	957.39899	-4194.86485	6.84484	8.48500	35.40191	0.91699	4373.58067	16.66082	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				Unknown	
20210520-1	351	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-963.93839	1666.70674	-3010.87670	5.75574	9.97130	17.73251	9.49606	3573.85885	32.84886	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				20-40	
20210520-1	352	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-945.86039	1654.50193	-5586.47379	10.83205	18.97667	62.45279	2.81255	5902.60264	19.08865	Sponges > Massive Forms	Simple		10000904	1				20-40	
20210520-1	353	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-540.75772	532.12442	-2652.17651	3.15947	3.08428	14.49760	22.28941	2758.55316	15.70420	Sponges > Unknown			10000000	1				10-20	
20210520-1	354	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-507.70579	1168.54409	-2132.95767	2.37255	5.04224	9.20099	18.85733	2484.50576	30.50950	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210520-1	355	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-536.06380	902.27005	-1595.70539	1.84723	2.94927	5.12293	22.21775	1909.90349	33.01318	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210520-1	356	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-214.59111	624.43804	-1352.57953	0.86377	1.80404	3.73408	12.54890	1505.13906	25.66782	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				40-60	
20210520-1	357	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-199.38737	1011.69485	-2020.59019	1.24778	4.11566	8.18758	9.21283	2268.49433	26.67074	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				60-100	
20210520-1	358	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-407.84294	1911.61403	-3171.58383	2.93987	11.80601	19.83947	30.44563	3725.52655	31.28099	Sponges > Unknown			10000000	1				10-20	
20210520-1	359	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-349.36502	1661.56921	-4379.06430	3.69499	14.38110	38.39540	28.44504	4696.70867	20.82830	Unscorable			00000001	1				10-20	
20210520-1	360	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-482.00005	217.31925	-1529.22761	1.66576	1.00913	4.92981	10.65352	1618.05092	18.92245	Sponges > Erect Forms	Branching		10000915	1				20-40	
20210520-1	361	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-475.49174	525.49698	-2890.80549	3.08702	3.29655	17.09483	21.51918	2976.40653	13.50047	Unscorable			00000001	1				10-20	
20210520-1	362	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-352.00111	-1003.96136	-1619.66977	1.33078	3.32996	5.18568	4.52917	1937.82697	33.65084	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				Unknown	
20210520-1	363	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-194.67052	290.85307	-1101.74557	0.67756	0.85877	2.49332	0.77891	1155.99975	17.90759	Sponges > Erect Forms	Simple		10000916	1				Unknown	
20210520-1	364	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-111.46709	-471.44190	-1161.90905	0.62211	1.22554	2.75072	0.32984	1258.85465	22.30138	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				40-60	
20210520-1	365	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	-80.03183	801.59790	-1431.31003	0.70648	2.36525	4.02391	5.28122	1642.44107	29.71127	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				60-100	
20220519-1-NAKED	0	20220519_BOTTOM_1_0001_0001.mp4	7977	20220519_TOP_1_0001_0001.mp4	5440	2.21805		-1.00000	-277.64947	-816.31766	-3076.23707	2.24250	5.34264	18.89434	53.51066	3194.79237	16.01998								Sync		
20220519-1-NAKED	4	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-651.68835	1456.11233	-2925.29630	3.93675	8.59261	17.08650	4.16418	3332.01429	28.71076	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20220519-1-NAKED	5	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-370.92412	15.64993	-1951.33133	1.71153	0.96426	7.76633	2.42381	1986.33420	10.81529	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				20-40	
20220519-1-NAKED	6	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-287.82635	1928.01729	-3492.86323	2.54372	13.54665	23.87060	5.29338	4000.02353	29.77378	Sponges > Cup-Likes	Barrels		10000907	1				40-60	
20220519-1-NAKED	7	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-506.82260	1640.20020	-2754.76592	2.98194	9.12534	14.89710	23.87742	3245.89912	32.51777	Unscorable			00000001	1				20-40	
20220519-1-NAKED	8	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-788.85530	-1223.18182	-2377.37410	3.87847	5.94925	11.50712	2.12675	2787.53906	31.35676	Sponges > Massive Forms	Simple		10000904	1				10-20	
20220519-1-NAKED	9	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-904.86212	453.32407	-2597.07147	4.89072	2.75659	13.89262	7.69345	2787.30306	21.35466	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20220519-1-NAKED	10	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-794.01593	451.38715	-2511.69635	4.17761	2.64943	12.95896	4.64168	2672.60738	20.05388	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				20-40	
20220519-1-NAKED	11	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-858.37129	-1428.68967	-2354.25922	4.10053	6.77356	11.16721	0.28325	2884.52629	35.17516	Sponges > Erect Forms	Simple		10000916	1				10-20	
20220519-1-NAKED	12	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-823.03445	-1215.20335	-2343.26389	3.97259	5.82667	11.18059	0.75921	2764.95760	31.94307	Unscorable			00000001	1				10-20	
20220519-1-NAKED	13	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-654.76840	751.37608	-2315.46860	3.20353	3.81055	10.89169	0.26911	2520.84956	23.75467	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20220519-1-NAKED	14	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	-679.70699	707.19794	-4387.07437	6.26783	6.63766	38.66185	1.54343	4495.39232	12.68647	Unscorable			00000001	1				10-20	
