campaignid,sample,family,genus,species,caab,count
2020-10_south-west_stereo-BRUVs,FH64,Carangidae,Pseudocaranx,spp,,7
2020-10_south-west_stereo-BRUVs,FH64,Gerreidae,Parequula,melbournensis,37349001,4
2020-10_south-west_stereo-BRUVs,FH64,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH64,Platycephalidae,Platycephalus,spp,,3
2020-10_south-west_stereo-BRUVs,FH64,Rhinobatidae,Aptychotrema,vincentia,37027001,1
2020-10_south-west_stereo-BRUVs,FH64,Sparidae,Chrysophrys,auratus,37353001,4
2020-10_south-west_stereo-BRUVs,FH65,Carangidae,Pseudocaranx,spp,,4
2020-10_south-west_stereo-BRUVs,FH65,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH65,Labridae,Coris,auricularis,37384088,2
2020-10_south-west_stereo-BRUVs,FH65,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH65,Labridae,Ophthalmolepis,lineolatus,37384040,9
2020-10_south-west_stereo-BRUVs,FH65,Labridae,Pseudolabrus,biserialis,37384149,2
2020-10_south-west_stereo-BRUVs,FH65,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH65,Mocanthidae,Meuschenia,scaber,37465005,1
2020-10_south-west_stereo-BRUVs,FH65,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH65,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH65,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH65,Scorpididae,Neatypus,obliquus,37361002,8
2020-10_south-west_stereo-BRUVs,FH65,Serranidae,Caesioperca,sp1,,4
2020-10_south-west_stereo-BRUVs,FH65,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH66,Chaetodontidae,Chelmonops,curiosus,37365066,2
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Bodianus,frenchii,37384057,1
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Choerodon,rubescens,37384039,1
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Coris,auricularis,37384088,19
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Notolabrus,parilus,37384022,2
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Ophthalmolepis,lineolatus,37384040,10
2020-10_south-west_stereo-BRUVs,FH66,Labridae,Pseudolabrus,biserialis,37384149,6
2020-10_south-west_stereo-BRUVs,FH66,Mocanthidae,Acanthaluteres,brownii,37465001,1
2020-10_south-west_stereo-BRUVs,FH66,Mocanthidae,Meuschenia,flavolineata,37465035,2
2020-10_south-west_stereo-BRUVs,FH66,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH66,Mocanthidae,Meuschenia,hippocrepis,37465004,1
2020-10_south-west_stereo-BRUVs,FH66,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH66,Pempherididae,Pempheris,klunzingeri,37357003,3
2020-10_south-west_stereo-BRUVs,FH66,Plesiopidae,Paraplesiops,meleagris,37316009,1
2020-10_south-west_stereo-BRUVs,FH66,Pomacentridae,Chromis,klunzingeri,37372044,20
2020-10_south-west_stereo-BRUVs,FH66,Pomacentridae,Parma,occidentalis,37372094,1
2020-10_south-west_stereo-BRUVs,FH66,Rhinobatidae,Trygonorrhi,dumerilii,,1
2020-10_south-west_stereo-BRUVs,FH66,Scorpaenidae,Scorpae,sumptuosa,37287072,1
2020-10_south-west_stereo-BRUVs,FH66,Scorpididae,Neatypus,obliquus,37361002,3
2020-10_south-west_stereo-BRUVs,FH66,Scorpididae,Scorpis,georgia,37361015,1
2020-10_south-west_stereo-BRUVs,FH66,Scyliorhinidae,Aulohalaelurus,labiosus,37015029,1
2020-10_south-west_stereo-BRUVs,FH66,Serranidae,Caesioperca,sp1,,7
2020-10_south-west_stereo-BRUVs,FH66,Serranidae,Epinephelides,armatus,37311100,1
2020-10_south-west_stereo-BRUVs,FH66,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH67,Carangidae,Trachurus,novaezelandiae,37337003,3
2020-10_south-west_stereo-BRUVs,FH67,Gerreidae,Parequula,melbournensis,37349001,3
2020-10_south-west_stereo-BRUVs,FH67,Oplegthidae,Oplegthus,woodwardi,37369002,1
2020-10_south-west_stereo-BRUVs,FH67,Platycephalidae,Platycephalus,spp,,2
2020-10_south-west_stereo-BRUVs,FH67,Sillaginidae,Sillago,spp,,4
2020-10_south-west_stereo-BRUVs,FH67,Sphyrnidae,Sphyr,spp,,1
2020-10_south-west_stereo-BRUVs,FH67,Triakidae,Mustelus,antarcticus,37017001,1
2020-10_south-west_stereo-BRUVs,FH68,Carangidae,Pseudocaranx,spp,,14
2020-10_south-west_stereo-BRUVs,FH68,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH68,Clupeidae,Hyperlophus,vittatus,37085005,1
2020-10_south-west_stereo-BRUVs,FH68,Dasyatidae,Bathytoshia,brevicaudata,37035001,2
2020-10_south-west_stereo-BRUVs,FH68,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH68,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH68,Labridae,Coris,auricularis,37384088,4
2020-10_south-west_stereo-BRUVs,FH68,Labridae,Ophthalmolepis,lineolatus,37384040,10
2020-10_south-west_stereo-BRUVs,FH68,Labridae,Pseudolabrus,biserialis,37384149,4
2020-10_south-west_stereo-BRUVs,FH68,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH68,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH68,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH68,Odacidae,Siphonogthus,caninis,37385011,1
2020-10_south-west_stereo-BRUVs,FH68,Pomacentridae,Chromis,klunzingeri,37372044,2
2020-10_south-west_stereo-BRUVs,FH68,Rhinobatidae,Trygonorrhi,dumerilii,,2
2020-10_south-west_stereo-BRUVs,FH68,Scorpididae,Neatypus,obliquus,37361002,15
2020-10_south-west_stereo-BRUVs,FH68,Serranidae,Hypoplectrodes,nigroruber,37311037,1
2020-10_south-west_stereo-BRUVs,FH68,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH69,Carangidae,Pseudocaranx,spp,,1
2020-10_south-west_stereo-BRUVs,FH69,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,2
2020-10_south-west_stereo-BRUVs,FH69,Labridae,Bodianus,frenchii,37384057,1
2020-10_south-west_stereo-BRUVs,FH69,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH69,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH69,Labridae,Pseudolabrus,biserialis,37384149,4
2020-10_south-west_stereo-BRUVs,FH69,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH69,Mocanthidae,Scobinichthys,granulatus,37465007,2
2020-10_south-west_stereo-BRUVs,FH69,Neosebastidae,Neosebastes,bougainvillii,37287004,1
2020-10_south-west_stereo-BRUVs,FH69,Ostraciidae,Araca,aurita,37466003,1
2020-10_south-west_stereo-BRUVs,FH69,Scorpididae,Neatypus,obliquus,37361002,3
2020-10_south-west_stereo-BRUVs,FH69,Scyliorhinidae,Aulohalaelurus,labiosus,37015029,1
2020-10_south-west_stereo-BRUVs,FH69,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH7,Carangidae,Pseudocaranx,spp,,2
2020-10_south-west_stereo-BRUVs,FH7,Gerreidae,Parequula,melbournensis,37349001,2
2020-10_south-west_stereo-BRUVs,FH7,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH7,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH7,Labridae,Coris,auricularis,37384088,7
2020-10_south-west_stereo-BRUVs,FH7,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-10_south-west_stereo-BRUVs,FH7,Labridae,Pseudolabrus,biserialis,37384149,6
2020-10_south-west_stereo-BRUVs,FH7,Mocanthidae,Acanthaluteres,brownii,37465001,1
2020-10_south-west_stereo-BRUVs,FH7,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH7,Mocanthidae,Meuschenia,hippocrepis,37465004,1
2020-10_south-west_stereo-BRUVs,FH7,Mullidae,Parupeneus,chrysopleuron,37355016,1
2020-10_south-west_stereo-BRUVs,FH7,Mullidae,Upeneichthys,vlamingii,37355029,2
2020-10_south-west_stereo-BRUVs,FH7,Neosebastidae,Neosebastes,pandus,37287003,1
2020-10_south-west_stereo-BRUVs,FH7,Oplegthidae,Oplegthus,woodwardi,37369002,1
2020-10_south-west_stereo-BRUVs,FH7,Pomacentridae,Chromis,klunzingeri,37372044,9
2020-10_south-west_stereo-BRUVs,FH7,Scorpididae,Neatypus,obliquus,37361002,30
2020-10_south-west_stereo-BRUVs,FH7,Serranidae,Caesioperca,sp1,,1
2020-10_south-west_stereo-BRUVs,FH70,Labridae,Coris,auricularis,37384088,3
2020-10_south-west_stereo-BRUVs,FH70,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH70,Myliobatidae,Myliobatis,tenuicaudatus,37039001,2
2020-10_south-west_stereo-BRUVs,FH70,Rhinobatidae,Trygonorrhi,dumerilii,,2
2020-10_south-west_stereo-BRUVs,FH71,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH71,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH71,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH71,Labridae,Bodianus,frenchii,37384057,1
2020-10_south-west_stereo-BRUVs,FH71,Labridae,Coris,auricularis,37384088,4
2020-10_south-west_stereo-BRUVs,FH71,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH71,Labridae,Ophthalmolepis,lineolatus,37384040,8
2020-10_south-west_stereo-BRUVs,FH71,Labridae,Pseudolabrus,biserialis,37384149,8
2020-10_south-west_stereo-BRUVs,FH71,Mocanthidae,Acanthaluteres,vittiger,37465002,2
2020-10_south-west_stereo-BRUVs,FH71,Mocanthidae,Meuschenia,galii,37465040,2
2020-10_south-west_stereo-BRUVs,FH71,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH71,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH71,Myliobatidae,Myliobatis,tenuicaudatus,37039001,2
2020-10_south-west_stereo-BRUVs,FH71,Odacidae,Siphonogthus,caninis,37385011,1
2020-10_south-west_stereo-BRUVs,FH71,Oplegthidae,Oplegthus,woodwardi,37369002,1
2020-10_south-west_stereo-BRUVs,FH71,Pomacentridae,Chromis,klunzingeri,37372044,6
2020-10_south-west_stereo-BRUVs,FH71,Scorpididae,Neatypus,obliquus,37361002,6
2020-10_south-west_stereo-BRUVs,FH71,Serranidae,Caesioperca,sp1,,3
2020-10_south-west_stereo-BRUVs,FH71,Sphyraenidae,Sphyrae,novaehollandiae,37382002,1
2020-10_south-west_stereo-BRUVs,FH71,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH72,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH72,Labridae,Choerodon,rubescens,37384039,1
2020-10_south-west_stereo-BRUVs,FH72,Labridae,Coris,auricularis,37384088,2
2020-10_south-west_stereo-BRUVs,FH72,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH72,Labridae,Pseudolabrus,biserialis,37384149,5
2020-10_south-west_stereo-BRUVs,FH72,Mocanthidae,Meuschenia,flavolineata,37465035,1
2020-10_south-west_stereo-BRUVs,FH72,Mocanthidae,Meuschenia,galii,37465040,2
2020-10_south-west_stereo-BRUVs,FH72,Neosebastidae,Neosebastes,bougainvillii,37287004,1
2020-10_south-west_stereo-BRUVs,FH72,Pomacentridae,Chromis,klunzingeri,37372044,8
2020-10_south-west_stereo-BRUVs,FH72,Scorpididae,Neatypus,obliquus,37361002,10
2020-10_south-west_stereo-BRUVs,FH72,Serranidae,Caesioperca,sp1,,1
2020-10_south-west_stereo-BRUVs,FH72,Serranidae,Hypoplectrodes,nigroruber,37311037,1
2020-10_south-west_stereo-BRUVs,FH72,Sphyraenidae,Sphyrae,spp,,1
2020-10_south-west_stereo-BRUVs,FH74,Carangidae,Pseudocaranx,spp,,1
2020-10_south-west_stereo-BRUVs,FH74,Glaucosomatidae,Glaucosoma,hebraicum,37320004,1
2020-10_south-west_stereo-BRUVs,FH74,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH74,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH74,Labridae,Coris,auricularis,37384088,17
2020-10_south-west_stereo-BRUVs,FH74,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH74,Labridae,Pseudolabrus,biserialis,37384149,5
2020-10_south-west_stereo-BRUVs,FH74,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH74,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH74,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH74,Scombridae,Unknown,spp,,4
2020-10_south-west_stereo-BRUVs,FH74,Scorpididae,Neatypus,obliquus,37361002,12
2020-10_south-west_stereo-BRUVs,FH74,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH77,Carangidae,Pseudocaranx,spp,,6
2020-10_south-west_stereo-BRUVs,FH77,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-10_south-west_stereo-BRUVs,FH77,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH77,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH77,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH77,Labridae,Eupetrichthys,angustipes,37384105,3
2020-10_south-west_stereo-BRUVs,FH77,Labridae,Ophthalmolepis,lineolatus,37384040,1
2020-10_south-west_stereo-BRUVs,FH77,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH78,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-10_south-west_stereo-BRUVs,FH78,Gerreidae,Parequula,melbournensis,37349001,5
2020-10_south-west_stereo-BRUVs,FH78,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH78,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH78,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH78,Pinguipedidae,Parapercis,ramsayi,37390002,2
2020-10_south-west_stereo-BRUVs,FH78,Platycephalidae,Platycephalus,spp,,3
2020-10_south-west_stereo-BRUVs,FH79,Carangidae,Pseudocaranx,spp,,1
2020-10_south-west_stereo-BRUVs,FH79,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH79,Enoplosidae,Enoplosus,armatus,37366001,1
2020-10_south-west_stereo-BRUVs,FH79,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH79,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH79,Labridae,Coris,auricularis,37384088,7
2020-10_south-west_stereo-BRUVs,FH79,Labridae,Ophthalmolepis,lineolatus,37384040,7
2020-10_south-west_stereo-BRUVs,FH79,Labridae,Pseudolabrus,biserialis,37384149,6
2020-10_south-west_stereo-BRUVs,FH79,Mocanthidae,Meuschenia,galii,37465040,2
2020-10_south-west_stereo-BRUVs,FH79,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH79,Myliobatidae,Myliobatis,tenuicaudatus,37039001,2
2020-10_south-west_stereo-BRUVs,FH79,Pomacentridae,Chromis,klunzingeri,37372044,14
2020-10_south-west_stereo-BRUVs,FH79,Scorpididae,Neatypus,obliquus,37361002,4
2020-10_south-west_stereo-BRUVs,FH79,Serranidae,Caesioperca,sp1,,3
2020-10_south-west_stereo-BRUVs,FH79,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH8,Aulopidae,Latropiscis,purpurissatus,37117001,1
2020-10_south-west_stereo-BRUVs,FH8,Carangidae,Pseudocaranx,spp,,6
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Bodianus,frenchii,37384057,1
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Coris,auricularis,37384088,2
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Notolabrus,parilus,37384022,1
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Ophthalmolepis,lineolatus,37384040,6
2020-10_south-west_stereo-BRUVs,FH8,Labridae,Pseudolabrus,biserialis,37384149,9
2020-10_south-west_stereo-BRUVs,FH8,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH8,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH8,Mocanthidae,Scobinichthys,granulatus,37465007,2
2020-10_south-west_stereo-BRUVs,FH8,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH8,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH8,Orectolobidae,Orectolobus,spp,,1
2020-10_south-west_stereo-BRUVs,FH8,Pomacentridae,Chromis,klunzingeri,37372044,4
2020-10_south-west_stereo-BRUVs,FH8,Scorpididae,Neatypus,obliquus,37361002,14
2020-10_south-west_stereo-BRUVs,FH8,Serranidae,Hypoplectrodes,nigroruber,37311037,1
2020-10_south-west_stereo-BRUVs,FH8,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH82,Carangidae,Pseudocaranx,spp,,25
2020-10_south-west_stereo-BRUVs,FH82,Gerreidae,Parequula,melbournensis,37349001,2
2020-10_south-west_stereo-BRUVs,FH82,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH82,Labridae,Coris,auricularis,37384088,36
2020-10_south-west_stereo-BRUVs,FH82,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH82,Labridae,Ophthalmolepis,lineolatus,37384040,4
2020-10_south-west_stereo-BRUVs,FH82,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH82,Neosebastidae,Neosebastes,bougainvillii,37287004,1
2020-10_south-west_stereo-BRUVs,FH82,Oplegthidae,Oplegthus,woodwardi,37369002,1
2020-10_south-west_stereo-BRUVs,FH82,Ostraciidae,Araca,aurita,37466003,1
2020-10_south-west_stereo-BRUVs,FH82,Pinguipedidae,Parapercis,ramsayi,37390002,1
2020-10_south-west_stereo-BRUVs,FH82,Platycephalidae,Platycephalus,spp,,2
2020-10_south-west_stereo-BRUVs,FH82,Rhinobatidae,Trygonorrhi,dumerilii,,3
2020-10_south-west_stereo-BRUVs,FH82,Serranidae,Caesioperca,sp1,,5
2020-10_south-west_stereo-BRUVs,FH82,Triakidae,Mustelus,antarcticus,37017001,1
2020-10_south-west_stereo-BRUVs,FH82,Urolophidae,Trygonoptera,mucosa,37038015,1
2020-10_south-west_stereo-BRUVs,FH83,Enoplosidae,Enoplosus,armatus,37366001,2
2020-10_south-west_stereo-BRUVs,FH83,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Bodianus,frenchii,37384057,2
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Choerodon,rubescens,37384039,1
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Coris,auricularis,37384088,4
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Eupetrichthys,angustipes,37384105,2
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH83,Labridae,Pseudolabrus,biserialis,37384149,3
2020-10_south-west_stereo-BRUVs,FH83,Mocanthidae,Meuschenia,flavolineata,37465035,2
2020-10_south-west_stereo-BRUVs,FH83,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH83,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH83,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH83,Neosebastidae,Neosebastes,pandus,37287003,1
2020-10_south-west_stereo-BRUVs,FH83,Scorpididae,Tilodon,sexfasciatus,37361003,1
2020-10_south-west_stereo-BRUVs,FH83,Triakidae,Mustelus,antarcticus,37017001,1
2020-10_south-west_stereo-BRUVs,FH83,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH84,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH84,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-10_south-west_stereo-BRUVs,FH84,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH84,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH84,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH84,Labridae,Ophthalmolepis,lineolatus,37384040,6
2020-10_south-west_stereo-BRUVs,FH84,Labridae,Pseudolabrus,biserialis,37384149,7
2020-10_south-west_stereo-BRUVs,FH84,Mocanthidae,Meuschenia,galii,37465040,2
2020-10_south-west_stereo-BRUVs,FH84,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH84,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH84,Myliobatidae,Myliobatis,tenuicaudatus,37039001,2
2020-10_south-west_stereo-BRUVs,FH84,Rhinobatidae,Trygonorrhi,dumerilii,,1
2020-10_south-west_stereo-BRUVs,FH84,Scorpididae,Neatypus,obliquus,37361002,9
2020-10_south-west_stereo-BRUVs,FH84,Serranidae,Caesioperca,sp1,,1
2020-10_south-west_stereo-BRUVs,FH85,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH85,Labridae,Austrolabrus,maculatus,37384025,4
2020-10_south-west_stereo-BRUVs,FH85,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH85,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH85,Labridae,Ophthalmolepis,lineolatus,37384040,2
2020-10_south-west_stereo-BRUVs,FH85,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH85,Mocanthidae,Meuschenia,freycineti,37465036,1
2020-10_south-west_stereo-BRUVs,FH85,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH85,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH85,Rhinobatidae,Trygonorrhi,dumerilii,,1
2020-10_south-west_stereo-BRUVs,FH85,Scorpididae,Neatypus,obliquus,37361002,1
2020-10_south-west_stereo-BRUVs,FH85,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH87,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH87,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH87,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH87,Labridae,Ophthalmolepis,lineolatus,37384040,4
2020-10_south-west_stereo-BRUVs,FH87,Labridae,Pseudolabrus,biserialis,37384149,2
2020-10_south-west_stereo-BRUVs,FH87,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH87,Pomacentridae,Chromis,klunzingeri,37372044,2
2020-10_south-west_stereo-BRUVs,FH87,Sparidae,Chrysophrys,auratus,37353001,1
2020-10_south-west_stereo-BRUVs,FH87,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH89,Glaucosomatidae,Glaucosoma,hebraicum,37320004,1
2020-10_south-west_stereo-BRUVs,FH89,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH89,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH89,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH89,Labridae,Ophthalmolepis,lineolatus,37384040,7
2020-10_south-west_stereo-BRUVs,FH89,Labridae,Pseudolabrus,biserialis,37384149,4
2020-10_south-west_stereo-BRUVs,FH89,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH89,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH89,Scorpididae,Neatypus,obliquus,37361002,8
2020-10_south-west_stereo-BRUVs,FH9,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-10_south-west_stereo-BRUVs,FH9,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-10_south-west_stereo-BRUVs,FH9,Labridae,Austrolabrus,maculatus,37384025,3
2020-10_south-west_stereo-BRUVs,FH9,Labridae,Coris,auricularis,37384088,47
2020-10_south-west_stereo-BRUVs,FH9,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH9,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH9,Labridae,Pseudolabrus,biserialis,37384149,2
2020-10_south-west_stereo-BRUVs,FH9,Mocanthidae,Meuschenia,galii,37465040,3
2020-10_south-west_stereo-BRUVs,FH9,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH9,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH92,Chaetodontidae,Chelmonops,curiosus,37365066,1
2020-10_south-west_stereo-BRUVs,FH92,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH92,Labridae,Coris,auricularis,37384088,9
2020-10_south-west_stereo-BRUVs,FH92,Labridae,Eupetrichthys,angustipes,37384105,1
